Datum,Anzahl_Messwerte,Windgeschwindigkeit,Windrichtung,Strahlung,Luftdruck,Temp_2m,Temp_5cm,Bodentemp_-10cm,Luftfeuchte,Niederschlagsmenge
2024-11-30,720,4,178.1,93.7,1031,1.6,0.4,2.6,82,0
2024-11-29,720,4.3,209.5,26.9,1031,2.5,2,4.9,96,1.2
2024-11-28,719,10.8,271.9,20.4,1014,5.4,4.6,5.3,86,10.3
2024-11-27,719,5.6,212.3,79.7,1019,6.7,6,5.3,80,0.4
2024-11-26,719,4.4,243.1,66.5,1017,8.3,7.6,6.5,81,3.1
2024-11-25,720,6.8,184,84.9,1012,11.1,9.9,6.1,58,0
2024-11-24,720,7.7,215.3,40.6,1015,9.3,7.8,4.7,72,5.3
2024-11-23,720,7.5,237.7,103.4,1017,0.9,0.1,3,76,1.8
2024-11-22,537,6.4,253.1,54.9,997,-1.1,-1.6,2.6,84,0.5
2024-11-21,720,5.6,243.2,54.4,996,-0.5,-1.3,3.5,83,2
2024-11-20,719,7.2,270.5,53.1,995,0.4,-0,4.1,96,1.7
2024-11-19,719,8.4,220.3,49.8,995,5.8,4.9,4.9,86,8
2024-11-18,720,5.4,251.2,55.8,1007,2.1,1.3,4.2,90,5.7
2024-11-17,720,7.8,251.1,23.4,1008,3.7,3,5.4,89,3.4
2024-11-16,720,4.1,252.5,43.3,1018,4.6,4.4,6.1,82,0
2024-11-15,720,4,278.4,37.8,1024,5.9,5.4,6.6,93,0.2
2024-11-14,720,5.4,258.2,24.3,1023,4.3,3.5,5.2,100,2.1
2024-11-13,719,2.8,236.3,12.3,1028,2.7,2.2,5.5,100,2.7
2024-11-12,720,2.3,131,28.7,1029,2.2,2,6.1,100,0
2024-11-11,720,2,217.6,18.5,1026,5,4.7,6,98,0.7
2024-11-10,719,1.7,173.7,116.8,1027,4.4,3.5,4.7,82,0
2024-11-09,720,2.1,135.5,98.6,1027,5.8,3.9,5.4,76,0
2024-11-08,703,3,95.8,68.5,1029,4.9,4.2,7,92,0
2024-11-07,625,1.6,81,12.5,1032,3.6,3.4,6.8,92,0.1
2024-11-06,720,1.9,198.7,22.3,1029,4,3.3,6.4,92,0
2024-11-05,720,3.8,179.9,116.2,1026,6.1,5.5,7,85,0
2024-11-04,567,3,155.7,82.3,1029,6,5.6,7.9,91,0
2024-11-03,720,3.5,224.3,128.2,1030,5.7,5,7.5,86,0
2024-11-02,720,3.1,149.1,36.3,1029,6.2,5.5,9.8,96,2
2024-11-01,720,5.1,257.4,151.6,1023,10,10.1,10.3,83,0.8
2024-10-31,720,3,260.4,61.2,1027,10.1,9.8,11.7,93,0.6
2024-10-30,720,3.2,274.5,30.3,1026,11.7,11.1,12.3,98,1.7
2024-10-29,720,3.4,257.7,100.6,1025,13.1,12.6,12.2,85,0.3
2024-10-28,720,3.9,238.2,92.4,1025,14,13.7,12.6,85,0.1
2024-10-27,704,3.8,244.2,152.8,1021,12.8,12.8,11.2,84,0
2024-10-26,720,4.2,176.2,159.9,1020,12.2,12,10.8,80,0
2024-10-25,720,3.4,180.5,166,1022,12.6,12,10.5,78,0
2024-10-24,720,3.3,139.4,148.9,1029,11.2,10,10,82,0
2024-10-23,720,2.1,161.4,132,1035,8.9,8.1,10.1,88,0
2024-10-22,720,4.6,249,59.1,1027,12.9,11.6,11.9,82,0.2
2024-10-21,719,3.8,192.4,82.4,1026,14.8,14.3,12.5,77,0
2024-10-20,720,4.3,182.9,171,1023,12.6,12.6,11.6,76,0
2024-10-19,721,4.9,179.1,157,1019,12.8,12.6,11.5,80,0
2024-10-18,671,4.7,169.5,150.9,1016,11.9,11.6,10.7,82,0
2024-10-17,720,6.7,171.9,147.2,1017,11.3,11,10.1,75,0
2024-10-16,720,5.6,144,208.3,1020,10.7,10.3,9.2,68,0
2024-10-15,719,2.5,172.6,208.7,1023,7.5,7.2,9.4,85,0
2024-10-14,720,3.4,192.7,161.1,1018,8.2,8.8,10.2,81,1.8
2024-10-13,719,8.6,254.5,97.9,1011,9,8.5,10.2,82,8.2
2024-10-12,720,5.7,172.9,190,1016,7.3,7.1,9.6,81,0
2024-10-11,719,2.9,273,87.3,1014,7.6,7.2,11.8,92,1.1
2024-10-10,720,7.4,240.2,92.8,996,14.1,13.6,13.6,78,3.7
2024-10-09,720,6.5,206.3,194.8,998,15.4,15.4,14.1,77,1.5
2024-10-08,720,4,185.7,184.6,1003,15.4,15.5,14.1,82,3.3
2024-10-07,720,4.1,185,126.2,1007,12.3,12.1,11.9,87,0.6
2024-10-06,720,2.4,174.8,78.9,1012,7.4,7,10.6,89,0
2024-10-05,720,3.3,70.7,59.5,1017,7.9,7.5,11.5,99,3.6
2024-10-04,720,4.4,43.5,36.4,1016,9.1,8.7,11.9,100,9.3
2024-10-03,720,3.6,266.6,57.6,1014,8.9,8.7,12.5,100,5.4
2024-10-02,720,3,143.8,80.1,1008,10.2,10,12.6,92,3.2
2024-10-01,720,5,201,140.2,1011,11.8,11.3,12.6,81,0.9
2024-09-30,720,4.7,148.3,183.6,1020,9.5,9.4,11.5,70,0
2024-09-29,720,3,242.9,200.7,1027,8.3,8.7,12.2,78,0
2024-09-28,719,5.5,274.8,132.3,1015,10.4,10.2,13.9,82,2.8
2024-09-27,720,8,231.6,214.5,1001,15.2,15.2,14.7,64,0
2024-09-26,720,6.3,200.9,62,999,15.3,13.9,15.1,82,4.1
2024-09-25,720,5.7,218.7,200.9,1007,15.9,16,15.7,71,0
2024-09-24,720,4.4,233.4,108.8,1006,14.4,13.9,15.7,84,9.3
2024-09-23,720,3.4,197.7,257.7,1010,18.5,19.1,17.2,65,0
2024-09-22,719,3.1,146,284.3,1017,17.6,18.4,16.4,64,0
2024-09-21,720,4,135.5,294,1022,17.1,16.7,15.7,57,0
2024-09-20,720,3.2,108.7,262.6,1024,16.1,16.2,16,74,0
2024-09-19,720,4.3,87.5,280.4,1025,16.2,16,16.1,74,0
2024-09-18,720,3.8,69.7,283.3,1027,17.2,17,16.3,77,0.1
2024-09-17,720,3.6,60.1,183.7,1025,16.2,16.3,16.1,88,0
2024-09-16,720,5.2,280.7,39.2,1019,11.7,11.4,13.2,100,18.3
2024-09-15,719,6.1,312.7,71.6,1021,9.4,9.3,12.7,91,13.9
2024-09-14,720,8.2,323,97.2,1021,9.7,9.8,12.6,90,18.9
2024-09-13,720,5.6,279.5,53,1016,8.5,8.1,13.5,94,27.9
2024-09-12,720,2.7,253.2,160.9,1012,10.8,11.3,15.6,75,0
2024-09-11,720,5.2,234.3,113.9,1006,12.6,12.4,16.4,82,0.7
2024-09-10,720,4.8,261.8,188.6,1010,14.4,15.1,18.8,84,3.5
2024-09-09,531,5.7,262,194.5,1004,15.8,16.3,19.9,90,16.4
2024-09-01,596,3.6,77.7,410.1,1020,20.9,23.3,23.3,76,0
2024-08-31,720,4.2,87.4,318.6,1024,19.4,21,22.9,78,0.1
2024-08-30,719,3.6,167.9,331.7,1020,24.6,25.7,23.6,61,0.5
2024-08-29,720,2.9,202.2,356.4,1019,26.6,27.7,23.4,53,0
2024-08-28,719,3.3,140.5,361.2,1020,23.2,23.3,21.5,64,0
2024-08-27,720,3.7,120,390,1023,19.3,20.3,20.2,60,0
2024-08-26,720,2.4,138.9,349.1,1023,18.2,19.1,20,57,0
2024-08-25,720,3.7,250.9,133.8,1019,19.1,18,20.5,66,1.1
2024-08-24,720,4.6,187.9,384.5,1014,25.2,25.4,21.8,48,0
2024-08-23,595,4.9,222.4,428.7,1013,23.8,24.6,21.4,44,0
2024-08-22,720,3.3,230.6,355,1015,17.9,19.3,20.6,58,0
2024-08-21,720,5.4,274.5,290.3,1014,18.6,19.2,21.7,69,12.3
2024-08-20,719,2.6,156,334.1,1015,20.4,21.9,21.9,71,0
2024-08-19,720,3.7,180.6,225.6,1017,17.4,18.7,21.6,82,1.2
2024-08-18,425,3.6,242.7,173.2,1010,20.6,21.4,23.4,92,25.2
2024-08-17,277,3,224.2,186.5,1015,20.9,19.9,21.2,71,0
2024-08-16,720,3.1,245.8,385.2,1017,24.3,25.6,24.2,61,0
2024-08-15,720,3.3,267.9,337.3,1017,23.8,25.1,24.3,71,0
2024-08-14,720,2.8,173.6,262.2,1013,24,24.3,23.4,68,10.4
2024-08-13,720,3.4,121.9,346.8,1013,26.2,27.2,24.2,57,0
2024-08-12,719,2.8,111,417.8,1017,23.2,25,23.4,58,0
2024-08-11,720,2.5,215.1,334.2,1022,21.4,22.5,22.4,61,0
2024-08-10,720,4,270.2,355.4,1020,22,23,22.8,66,0
2024-08-09,720,4.6,237.3,315.3,1017,20.9,21.7,21.4,64,0.3
2024-08-08,720,2.9,243.2,216.6,1016,19.9,20.7,22.3,74,0
2024-08-07,720,3.9,242.2,381.9,1012,24.3,26,23,54,0
2024-08-06,720,2.8,155.9,447,1015,20.2,22.5,22,57,0
2024-08-05,720,3,248.8,349.6,1016,17.6,19.6,21.7,68,0
2024-08-04,720,4.2,264.4,284.6,1013,18.6,19.6,22.3,86,7.1
2024-08-03,720,2.7,226.8,358.7,1012,20.3,22.4,22.4,72,0
2024-08-02,719,2.9,222.3,82.3,1011,16.7,16.4,20.9,97,24.5
2024-08-01,720,2.3,220.4,372.9,1012,23.4,25.8,25.7,73,7.4
2024-07-31,720,2.9,165,440.6,1015,25.4,27.7,24.8,44,0.3
2024-07-30,720,2.9,177,465.8,1020,22,24.2,22.5,46,0
2024-07-29,720,3.1,239.3,474.6,1025,18.8,21,22,59,0
2024-07-28,720,5.2,288.4,296.2,1021,18.6,19.9,22.5,77,4.7
2024-07-27,720,3.1,203.9,209.4,1015,20.3,21.2,22.5,80,3.2
2024-07-26,720,3.3,211.2,275.2,1013,20.8,21.4,22,58,0
2024-07-25,720,2.6,244.9,397.5,1016,18.8,20.9,22.5,60,0
2024-07-24,720,4.5,291.1,244,1017,18.1,19.3,22.6,78,0.3
2024-07-23,720,3.1,215,274.3,1018,20.5,21.5,23.1,65,0.4
2024-07-22,720,4.8,261.6,359.6,1015,22.3,24,24.8,64,0
2024-07-21,720,3.1,205.5,374.3,1010,25.8,27.9,25.2,51,0.4
2024-07-20,720,3.3,144.7,348.2,1013,24.6,26.2,24.2,50,0
2024-07-19,720,2.8,114.9,372.6,1021,22.8,24.2,23.3,54,0
2024-07-18,720,2.1,133.1,425.3,1024,21.1,23.4,23.3,60,0
2024-07-17,720,4,272.7,372.5,1021,20.5,22.4,22.5,59,0
2024-07-16,719,5.1,239.7,306.9,1014,22.2,23.1,23.1,63,0.9
2024-07-15,720,2.9,180.2,437.2,1014,23.7,25.7,23,51,0
2024-07-14,720,2.7,227.9,353.7,1015,19.8,21.3,22.1,59,0.1
2024-07-13,720,4,264.3,355.9,1013,18.5,20.2,22.7,72,4.3
2024-07-12,720,3.6,178.5,293.5,1012,21.8,22.6,23.5,77,2.7
2024-07-11,720,2.8,239.6,350,1017,22.6,24.6,24.2,69,0
2024-07-10,720,3.8,245.6,319.5,1016,25.4,26.7,24.3,64,0
2024-07-09,719,3.3,161.5,495.3,1019,24.6,26.6,23.3,56,0
2024-07-08,720,2.7,180.4,482,1019,20.2,22.8,21.3,55,0
2024-07-07,720,3.6,246.2,362.3,1015,17.4,19.2,20.3,58,0
2024-07-06,720,6.1,202.9,432.2,1008,20.7,21.5,20.5,67,4.2
2024-07-05,719,5.1,234,366,1012,16.5,17.9,18.9,68,0
2024-07-04,719,5.1,241.9,252,1009,13.4,14.1,18.1,86,4.2
2024-07-03,720,3.4,279.6,286.7,1010,13.8,15.9,19.4,76,2.7
2024-07-02,720,4.9,275,225.6,1013,14.5,15.8,19.5,78,0.2
2024-07-01,719,4.6,267.3,233.3,1013,15.7,16.5,21,91,6.9
2024-06-30,719,5.9,238.1,207.6,1007,22.2,22.5,22.8,73,3.8
2024-06-29,720,3.3,157,420.5,1015,24.2,25.7,23.6,60,0
2024-06-28,720,3.8,249.1,355.5,1015,22.9,24.1,23.8,66,7.7
2024-06-27,719,3.9,196.8,394.1,1011,23.7,25.7,24.3,67,0
2024-06-26,720,4,126.1,486.4,1013,24.1,26.2,24.1,59,0
2024-06-25,720,3.7,111.9,521.2,1017,21,24,22.9,57,0
2024-06-24,720,2.3,179.4,488.1,1021,19.3,23.2,22.1,63,0
2024-06-23,720,3.5,293.9,378.9,1019,18.9,21.5,21.8,69,0
2024-06-22,720,6,263.6,413.1,1013,18.2,20.4,21.7,71,1.5
2024-06-21,720,3.9,195.6,302.5,1014,21.9,22.3,21.7,69,2.4
2024-06-20,720,2.5,152.2,366,1021,17,19.2,20.2,77,0
2024-06-19,720,3.1,255.2,61.5,1016,15.6,15.5,19.3,98,5.6
2024-06-18,719,3.1,201.5,451.1,1015,21.6,24.3,22.1,64,4.5
2024-06-17,530,3.7,251.9,426.3,1015,20.1,22.4,21.8,67,2.1
2024-06-16,646,3.3,233.5,448.8,1011,18.2,20.4,19,54,0.4
2024-06-15,720,5.2,216.3,284,1009,16.7,17.3,18.3,67,2.7
2024-06-14,720,4.9,184.5,229.8,1013,14.8,15.5,17.5,66,0
2024-06-13,720,2.4,239.1,343.9,1017,13.2,15.3,18.4,65,0.8
2024-06-12,720,3.3,270.1,470.9,1017,13.8,16.8,19.1,58,0
2024-06-11,720,7.1,273.7,362.8,1012,12.9,15,18.7,58,0
2024-06-10,717,2.5,228.4,444.7,1006,16.1,19.5,20.8,58,0
2024-06-09,720,2.6,254.1,420.7,1009,16.5,19.6,20.7,64,0
2024-06-08,720,3.9,234.8,474,1012,19.4,21.7,20.7,54,0
2024-06-07,719,3.6,224.9,463.2,1017,16.4,19.8,19.9,67,0
2024-06-06,720,2.3,180,389.3,1017,16.2,19,19.7,73,0
2024-06-05,720,4.6,252.7,284.8,1012,16.9,17.8,18.3,72,1.2
2024-06-04,720,2.2,229,377,1014,15.2,18,19.2,72,0
2024-06-03,720,3.2,294.4,131.8,1017,12.3,13.6,17.7,88,0.1
2024-06-02,720,4.7,291.5,153.9,1016,15.6,16.5,18.9,95,0.2
2024-06-01,720,3.2,164.2,181.8,1010,15.6,16.5,19.3,95,6.8
2024-05-31,720,3.2,252.5,304.2,1008,15.6,18.2,19.3,83,4
2024-05-30,720,3,177.5,208.3,1006,15.4,15.7,18.3,81,3.4
2024-05-29,720,3.3,197.5,351.1,1014,15.5,16.5,17.9,67,0.2
2024-05-28,720,3.2,246.9,177.1,1017,13.7,14.3,18.2,89,9.1
2024-05-27,720,2.7,199,330.6,1017,19.2,21.4,20,66,0
2024-05-26,720,3.8,180.7,433.4,1019,17.6,19.6,19.2,69,0.1
2024-05-25,720,2.7,210.6,298.9,1018,15.8,17,18.2,80,2.4
2024-05-24,720,3,138.4,289.1,1018,16.4,17.1,18.5,76,3.3
2024-05-23,720,3.5,201.8,426.2,1015,17.2,20.2,19.4,69,0
2024-05-22,720,4.6,247.7,142.6,1009,14.8,15,17.3,89,2.5
2024-05-21,720,5,121.7,322.3,1009,17.9,18,18.2,73,3.1
2024-05-20,720,2.7,166.1,395.5,1012,16.6,18.8,18.4,68,3.6
2024-05-19,720,3.3,235,361.4,1010,15.7,17.3,17.8,72,0.6
2024-05-18,720,2.4,172.8,246.7,1010,13.9,15.4,17,80,2.2
2024-05-17,719,7,131.8,284.9,1009,14.5,15.3,16.2,66,0
2024-05-16,720,7.9,135.9,338.8,1009,16.7,17.2,16.8,55,0.1
2024-05-15,720,6.8,129.8,503.2,1010,18.5,19.4,17.6,43,0
2024-05-14,720,5.4,138.6,499.6,1012,17.7,19.4,17.4,50,0
2024-05-13,720,4,147.1,499.4,1016,17.3,20,17,43,0
2024-05-12,720,3,106.9,433,1020,15.3,17.3,16.6,67,0
2024-05-11,720,3.3,186.7,345.6,1022,15.8,17.8,16.2,63,0
2024-05-10,720,2.4,180.4,444.2,1023,14.7,17.1,15.5,58,0
2024-05-09,720,2.2,210.5,435.7,1026,13.1,15.1,14.5,61,0
2024-05-08,720,2.7,148.4,247,1024,11.3,12.9,13.9,76,0.2
2024-05-07,720,2.9,45.4,68.4,1016,9.6,10,13.5,94,1.5
2024-05-06,720,1.9,101,107.4,1009,12.6,12.3,14.4,94,2.5
2024-05-05,720,4.1,229.7,179.3,1010,14.6,13.3,15,76,2.3
2024-05-04,720,2.5,179.7,302.8,1015,14.2,16.5,16.2,80,0.8
2024-05-03,720,4.2,259.6,231.4,1010,14.3,15.3,15.5,75,0
2024-05-02,720,7.9,144.6,371.7,1004,18,19,15.8,58,0
2024-05-01,720,7.8,147.1,398.6,1010,18.6,19.4,15.9,51,0
2024-04-30,720,5.1,149.5,435.9,1017,20.1,21.1,16,48,0
2024-04-29,720,2.9,135.7,410.6,1021,16.9,18.7,15.1,59,0
2024-04-28,720,5.2,181.9,376.3,1013,16.2,17,13.2,52,0
2024-04-27,719,4.7,168.1,423.3,1011,14.3,16.2,12.5,49,0
2024-04-26,720,3.5,206.9,271.9,1007,8.8,10,9.8,58,0
2024-04-25,720,4.7,238.9,276.4,1005,4,5.2,8.6,81,3
2024-04-24,720,3.6,223.4,211.4,1006,4.6,5.3,8.6,69,0.1
2024-04-23,720,2.7,94.4,367.5,1017,3.7,6.2,8.2,64,0
2024-04-22,720,2.5,138.9,200.4,1021,1.3,2.6,7.7,78,0
2024-04-21,720,4.3,81.1,232.7,1019,3,4.2,8.8,76,0.4
2024-04-20,720,4.9,238.9,150.9,1012,3.6,4.7,8.9,90,10.4
2024-04-19,678,6.9,249.3,135.4,1007,4.5,4.5,9.2,82,5.5
2024-04-18,720,3.5,244.7,227.2,1013,4.8,6.4,10.2,76,0.1
2024-04-17,720,3.1,266.5,193.4,1007,4.6,5.9,11,87,2.1
2024-04-16,720,6.7,258.2,241.4,1001,5.4,6.4,11.5,77,2
2024-04-15,720,4.8,203.6,234.1,1007,10,11.6,13.9,73,4.3
2024-04-14,720,5.4,266.6,219.6,1018,15.4,15.8,15,63,0
2024-04-13,720,4.8,254.5,339.1,1025,16.5,17.8,15.2,64,0
2024-04-12,720,3.7,250.8,340.1,1031,14.5,15.5,14.2,59,0
2024-04-11,719,3.5,235.6,385,1032,11.7,13.2,13.2,59,0
2024-04-10,720,4.2,251.4,231.3,1026,8.9,10,13.3,80,5.3
2024-04-09,719,6.7,229.6,285.3,1010,17.7,18.6,15.9,61,3.3
2024-04-08,720,4.1,185.9,274.9,1012,21.6,21.6,15.7,46,0
2024-04-07,720,4.5,211.8,245.8,1017,19.7,19.4,14.4,46,0
2024-04-06,720,3.9,235.7,314.9,1016,18.7,19.3,14.3,56,0
2024-04-05,720,6.2,230.1,251.8,1014,14.5,15,11.8,67,0
2024-04-04,720,6.9,236.7,149.6,1010,10.9,10.4,10.2,78,1.2
2024-04-03,720,5.8,245.4,176.3,1008,9.8,9.8,10.1,74,0.2
2024-04-02,720,7.8,261,236.7,1005,9.3,9.7,10.2,71,1.1
2024-04-01,720,6.9,208.5,136.5,996,13,12.5,10.9,60,0
2024-03-31,720,3.1,177.2,243.7,998,15.1,15.4,11.7,57,0
2024-03-30,720,5,181.6,270,1000,16.9,16.4,10.8,45,0
2024-03-29,720,5.2,187.8,127.8,1001,10.5,9.4,8,57,0.1
2024-03-28,720,6.6,233.2,198,991,8.3,8.4,8.8,70,0.9
2024-03-27,720,5.9,153.9,254.4,987,12,12,8.5,55,0
2024-03-26,720,4.7,148.8,283.1,997,7.3,7.4,6.7,59,0
2024-03-25,719,5.7,257.4,132.3,1004,4.1,3.7,6.3,82,4.3
2024-03-24,720,7.3,248.8,167.2,1002,3.5,3.5,6.4,82,3.1
2024-03-23,720,5.3,236.7,93.4,1006,5.6,5,8.1,88,3.1
2024-03-22,720,4.8,244.6,157.9,1016,10.3,10.5,9.5,70,0
2024-03-21,720,4,246.6,134,1020,9.6,9.8,8.7,77,0
2024-03-20,720,3,217.2,218.2,1020,9.4,9.5,8,64,0
2024-03-19,720,2.5,145.3,292.4,1020,5.7,7.9,7.1,56,0
2024-03-18,720,3.3,101.6,279.2,1018,3.5,4.4,6.3,67,0
2024-03-17,720,3.5,235.1,238.3,1022,4.9,5.5,7.7,73,0
2024-03-16,720,6,264.9,145.5,1015,8.3,7.9,8.9,84,6.3
2024-03-15,720,5.3,225.5,183.7,1011,11.8,11.6,9.3,75,2.2
2024-03-14,720,3,229.8,85.3,1015,9.4,9,8.5,90,0.6
2024-03-13,720,3.3,235.1,222.8,1016,8,8.7,7.4,73,0
2024-03-12,720,3.7,266.2,121.6,1013,7.7,7.5,7.3,73,0
2024-03-11,720,3.7,205.7,229.2,1004,9.1,9.4,7.4,71,0
2024-03-10,720,5,127.4,172.7,1000,7.6,7.4,6.3,79,0
2024-03-09,622,5.5,150.6,234.6,1006,5.9,6.2,5.8,74,0
2024-03-08,719,4.7,134.5,255,1017,3.4,3.8,4.6,73,0
2024-03-07,720,4,78.9,81.6,1023,2,2,5.3,81,0
2024-03-06,720,3,60.2,204.6,1021,3.8,5,6.4,84,0
2024-03-05,720,2.4,91.2,31.9,1013,4.6,4.2,6.7,97,2.2
2024-03-04,720,1.9,166.3,218.7,1008,7.7,8.3,6.7,89,0
2024-03-03,720,3.7,142.8,214.3,1003,8.7,8.5,6.7,78,0
2024-03-02,720,2.9,170,95.5,1006,8,7.4,7,87,0.1
2024-03-01,720,2.3,168.5,107.7,1006,7.9,7.3,5.7,89,0.8
2024-02-29,720,4.8,179.1,114.2,1015,4.2,3.5,3.9,86,0
2024-02-28,720,2.8,275.2,84.6,1020,2.5,2.4,5.1,97,0.6
2024-02-27,720,2.3,270.8,29.8,1013,3.5,3.4,5.3,99,0.6
2024-02-26,720,2.6,127.5,149.3,1004,5.3,4.3,4.7,81,0
2024-02-25,720,4.2,179.1,165,1005,6,5.7,5.3,68,0
2024-02-24,720,4.3,191.6,156.6,1003,5.5,5,5,65,0
2024-02-23,720,5.9,223.4,91.6,996,6.7,6.1,6.6,65,0
2024-02-22,720,6.7,207.2,64.1,996,9.1,8,7,77,2.4
2024-02-21,720,5.9,239.4,115.8,1017,7.6,7.5,6.4,69,0
2024-02-20,720,6.1,276.4,63.5,1023,5.8,5.4,6.5,91,3.2
2024-02-19,719,8,267.6,41.5,1020,6.1,5.5,6.5,95,4.6
2024-02-18,720,3.8,218.5,130.3,1028,7,6.3,6.2,80,1.2
2024-02-17,719,4.5,294.8,41.9,1027,8.1,7.3,7.8,93,6.8
2024-02-16,720,5.4,196.9,97.1,1016,11.3,10.6,7.7,73,0
2024-02-15,720,4.3,219,75.7,1019,10,9.3,7.2,89,0.1
2024-02-14,720,5.8,229,92.9,1019,6.8,6.5,5.3,77,0.5
2024-02-13,720,5.3,260.5,123.6,1017,4.2,4,5.1,82,0.1
2024-02-12,720,5.4,268.1,63.6,1001,5.9,5.5,6.1,93,1.7
2024-02-11,720,4.8,220.3,24.5,989,6.7,5.7,5.8,95,9.6
2024-02-10,719,3.3,154.6,88.1,990,9.2,8.3,6.7,87,0.7
2024-02-09,720,5.7,214.3,72.7,992,9.2,8.4,6,91,5.2
2024-02-08,720,1.9,158.1,33.1,999,1.6,1.3,3.8,99,6.7
2024-02-07,720,7.2,255.1,26.9,1003,3.2,2.5,4.6,91,9.4
2024-02-06,720,10.8,252.1,31.7,1009,6.6,6.1,5.3,79,0
2024-02-05,720,11.8,267,85.9,1013,8.8,8.2,6.3,82,2.3
2024-02-04,719,9.2,272.5,31.5,1017,7.1,6.4,5.5,97,17.9
2024-02-03,720,8.2,264.3,26,1021,6.9,6.3,4.5,89,2.4
2024-02-02,720,7.9,259.5,49.2,1025,4.2,3.6,2.9,78,0
2024-02-01,720,7.2,277.3,56.2,1025,4.3,3.6,2.9,86,3.2
2024-01-31,720,4.6,255.8,29,1030,5.3,4.5,3.4,81,0
2024-01-30,719,5.1,205.3,105,1029,7.5,6.6,2.5,59,0
2024-01-29,720,6.9,183.6,125.9,1030,6.8,5.5,1.4,41,0
2024-01-28,720,4.8,185.8,127.7,1034,3.2,2.2,0.9,66,0
2024-01-27,720,7.2,273.5,95.7,1032,2.5,1.9,2.1,82,0
2024-01-26,720,7,250.9,41.6,1022,5,4.1,3,88,3.7
2024-01-25,720,9,275.4,64.7,1024,5.1,4.5,3,78,0
2024-01-24,720,12.4,260.2,56.5,1016,7.6,6.4,1.7,81,3
2024-01-23,720,7.6,250.5,28.7,1021,4,2.9,0.2,83,1.9
2024-01-22,720,9.2,229,35.9,1014,6.7,4.9,0.2,75,0.3
2024-01-21,719,6.6,199,73.3,1025,0.2,-1.6,0.2,44,0
2024-01-20,720,7.1,248.3,114.4,1027,-2.5,-3.1,0.2,67,0
2024-01-19,720,6.3,258.4,99.2,1016,-3.3,-3,0.2,89,0
2024-01-18,719,3.2,253.4,36.1,995,-2.2,-0.7,0.2,97,6.3
2024-01-17,720,4.8,190.8,46.2,993,-2,-3.6,0.1,84,4.8
2024-01-16,720,6.8,252.8,64.2,1005,-1.5,-2.3,0.1,79,1
2024-01-15,720,8.9,258.2,44.6,996,-1.3,-1.8,0,86,3.1
2024-01-14,720,8.3,260.5,27.2,1004,-0.2,-0.7,0,88,0.9
2024-01-13,719,7.9,264.7,20.7,1017,-0.9,-1.4,-0.1,90,0.1
2024-01-12,720,4.7,273.5,15.1,1027,-2.5,-2.7,-0.3,97,0
2024-01-11,720,3.3,258.5,72.5,1028,-4.6,-5.5,-1.1,75,0
2024-01-10,720,2.9,124.4,94.9,1029,-3.3,-4.9,-0.9,56,0
2024-01-09,711,2.8,84.3,112.9,1031,-9.8,-9.8,-0.2,84,0
2024-01-08,719,4.5,62.6,55.2,1027,-8.4,-8.2,0.5,83,0
2024-01-07,720,5.9,42.2,21.2,1017,-4.1,-4.1,1.6,92,0
2024-01-06,720,3.1,122.8,34.7,1007,2.3,1.7,3.5,93,0
2024-01-05,720,4.1,196,48.9,1003,4.5,3.5,4.1,88,0.1
2024-01-04,720,8,264.2,21.2,998,4.5,3.5,5,92,6.5
2024-01-03,720,10,246,49.9,993,8.3,7.4,5.6,82,3.4
2024-01-02,404,7.3,215.8,23.3,995,5.7,5,4.6,97,14.7
2024-01-01,0,0,0,0,0,0,0,0,0,0
2023-12-31,0,0,0,0,0,0,0,0,0,0
2023-12-30,0,0,0,0,0,0,0,0,0,0
2023-12-29,0,0,0,0,0,0,0,0,0,0
2023-12-28,0,0,0,0,0,0,0,0,0,0
2023-12-27,0,0,0,0,0,0,0,0,0,0
2023-12-26,0,0,0,0,0,0,0,0,0,0
2023-12-25,0,0,0,0,0,0,0,0,0,0
2023-12-24,0,0,0,0,0,0,0,0,0,0
2023-12-23,0,0,0,0,0,0,0,0,0,0
2023-12-22,657,10.1,289.4,24.2,992,1.4,0.8,3.1,90,14.9
2023-12-21,720,12.2,258.3,12.7,993,4.6,3.8,4.4,96,13.1
2023-12-20,720,8.5,261.1,57.1,1009,3.8,3.3,4.2,91,5.7
2023-12-19,720,7.8,251.6,27.6,1018,7.6,6.7,4.3,59,5.1
2023-12-18,720,7.8,251,82.4,1029,9.4,8.6,3.9,47,0
2023-12-17,720,6.9,251.3,72.4,1034,7.1,6.5,4.1,74,0
2023-12-16,720,6.1,259.4,37.9,1037,4.3,3.8,4.1,88,0.3
2023-12-15,720,4.9,272.7,27.4,1031,1.9,1.5,3.7,100,1.6
2023-12-14,720,3.8,287.2,9.3,1012,3.1,2.6,4.2,99,3.4
2023-12-13,720,3.6,222.2,51.8,999,6.3,5.3,4.9,94,1.7
2023-12-12,720,4.9,225.4,36.3,1006,5.8,5,4.5,86,1
2023-12-11,720,9.4,250.5,39,1001,7,6,4.1,84,4.3
2023-12-10,720,7.6,235,27.7,1004,4.7,3.7,2.6,90,8.2
2023-12-09,720,5.8,201,72.5,1009,3.2,2.6,2.3,88,0.8
2023-12-08,720,5.7,177.6,46.4,1011,-0.4,-1.5,2.2,83,0.5
